"Iteration","Method","TPR","FPR","MSE","Random_TPR","Random_FPR","gamma_mspe","opt_lambda_fixed","opt_lambda_random","re_var_x2","re_var_x3","glmmTMB_signal_collapse","Seed","glmmTMB_collapsed_vars"
1,"glmmTMB",0.666666666666667,0.8,0.0555993384521347,NA,NA,0.110030501470977,15.8158385678152,NA,NA,NA,TRUE,13579,"x1"
1,"Lin",0.666666666666667,0,0.0282017381368177,1,1,0.0744021095700904,10,1,0.00530299880180948,0.0496717920042512,NA,13579,NA
1,"Bondell",0.666666666666667,0,0.0359555566072222,1,0,0.0672221182497264,0.2,0.2,0,0,NA,13579,NA
2,"glmmTMB",1,1,0.0129012416031417,NA,NA,0.0551175140547612,0.112775423252096,NA,NA,NA,FALSE,13579,""
2,"Lin",1,0,0.00136200799870191,1,0.5,0.0295984336909378,2.5,0.1,0.00624749681985246,-0.0031811054793983,NA,13579,NA
2,"Bondell",1,0,0.00605859331411111,1,0.5,0.0373822816530511,0.4,0.4,0.00502722856362317,0,NA,13579,NA
3,"glmmTMB",1,1,0.00698425462754131,NA,NA,0.0228486005123489,1.22508372483069,NA,NA,NA,FALSE,13579,""
3,"Lin",1,0,0.000969682377914121,1,0,0.0169190968482457,2.5,2.5,0,0,NA,13579,NA
3,"Bondell",1,0,0.00365156673666667,1,0,0.0190959285095096,0.4,0.4,0,0,NA,13579,NA
4,"glmmTMB",0.666666666666667,0.8,0.0285703822501059,NA,NA,0.0825681435846316,20.6184125759897,NA,NA,NA,TRUE,13579,"x1"
4,"Lin",0.666666666666667,0,0.0279008865860592,1,0.5,0.090718758212608,2.5,0.5,-0.000259541881973942,0.00710356880335471,NA,13579,NA
4,"Bondell",1,0.4,0.0254973562282222,1,0.5,0.0772377884747796,0.4,0.4,0.00176719058750152,0,NA,13579,NA
5,"glmmTMB",1,1,0.0133603037467865,NA,NA,0.0522820804073182,1.22508372483069,NA,NA,NA,FALSE,13579,""
5,"Lin",0.666666666666667,0,0.0287530300451181,1,0,0.0885999959990533,5,2.5,0,0,NA,13579,NA
5,"Bondell",1,0.4,0.010540345683,1,0,0.0497084404757999,0.4,0.4,0,0,NA,13579,NA
6,"glmmTMB",1,1,0.00231742821055198,NA,NA,0.0313243419882644,1.22508372483069,NA,NA,NA,FALSE,13579,""
6,"Lin",0.666666666666667,0,0.0307865902736033,1,0.5,0.0849047837909138,10,0.5,0.0225377838752456,-0.00728949829622095,NA,13579,NA
6,"Bondell",1,0.2,0.00101575127511111,1,0.5,0.0314456405037025,0.4,0.4,0.00956278874202306,0,NA,13579,NA
7,"glmmTMB",0.666666666666667,0.6,0.0298764478627086,NA,NA,0.089587083987818,20.6184125759897,NA,NA,NA,TRUE,13579,"x1"
7,"Lin",0.666666666666667,0,0.0279798467932894,1,0.5,0.0979457086832702,2.5,0.1,-0.00219530126349956,0.0553004466613729,NA,13579,NA
7,"Bondell",0.666666666666667,0,0.0341530094912222,1,0,0.0744129517655478,0.2,0.2,0,0,NA,13579,NA
8,"glmmTMB",1,1,0.0335821036407426,NA,NA,0.088466274726537,0.0935955520254055,NA,NA,NA,FALSE,13579,""
8,"Lin",1,0,0.00695813251396999,1,0,0.024693007880851,5,1,0,0,NA,13579,NA
8,"Bondell",1,0,0.0111228926696667,1,0,0.0402678154536026,0.4,0.4,0,0,NA,13579,NA
9,"glmmTMB",1,1,0.00619006478290812,NA,NA,0.0208543630857257,0.001,NA,NA,NA,FALSE,13579,""
9,"Lin",1,0,0.00144842759144863,1,0,0.0175832710273904,5,2.5,0,0,NA,13579,NA
9,"Bondell",1,0.4,0.00301876701933333,1,0.5,0.0212179810637645,0.4,0.4,0.00169079667898069,0,NA,13579,NA
10,"glmmTMB",1,1,0.028242693065556,NA,NA,0.0635355876977354,0.001,NA,NA,NA,FALSE,13579,""
10,"Lin",1,0,0.00192731672701417,1,0.5,0.031463362124708,5,0.1,0.00932801865021571,-0.00417918724329373,NA,13579,NA
10,"Bondell",1,0.2,0.00597141938366667,1,0.5,0.0303281010776116,0.4,0.4,0.00546917375355925,0,NA,13579,NA
11,"glmmTMB",1,1,0.0131469542775341,NA,NA,0.0421928536441464,0.001,NA,NA,NA,FALSE,13579,""
11,"Lin",0.666666666666667,0,0.0284680565469788,1,1,0.08676751897393,5,0.5,0.0346446707629537,0.00212573150449333,NA,13579,NA
11,"Bondell",1,0.4,0.0245139851567778,1,0.5,0.0724184609544057,0.4,0.4,0.00637895180757233,0,NA,13579,NA
12,"glmmTMB",1,1,0.00643522259012584,NA,NA,0.025073278681284,1.22508372483069,NA,NA,NA,FALSE,13579,""
12,"Lin",1,0,0.00856822055269154,1,0,0.0294872113769971,2.5,2.5,0,0,NA,13579,NA
12,"Bondell",1,0.4,0.00516394592788889,1,0.5,0.0242240062355502,0.4,0.4,0.000262033933633802,0,NA,13579,NA
13,"glmmTMB",0.666666666666667,1,0.0285595575474334,NA,NA,0.0773116692858099,20.6184125759897,NA,NA,NA,TRUE,13579,"x1"
13,"Lin",0.666666666666667,0,0.0282635106264965,1,0,0.0768378276821154,2.5,2.5,0,0,NA,13579,NA
13,"Bondell",0.666666666666667,0.6,0.0284442746826667,1,0,0.0763751870978234,0.4,0.4,0,0,NA,13579,NA
14,"glmmTMB",1,1,0.0279442819752275,NA,NA,0.0739524709978404,0.001,NA,NA,NA,FALSE,13579,""
14,"Lin",1,0,0.00275748237798165,1,0,0.0197414259221453,5,2.5,0,0,NA,13579,NA
14,"Bondell",1,0.2,0.00640828137977778,1,0,0.0274913652803726,0.4,0.4,0,0,NA,13579,NA
15,"glmmTMB",1,1,0.0209109001309149,NA,NA,0.053026033585063,0.001,NA,NA,NA,FALSE,13579,""
15,"Lin",0.666666666666667,0,0.0280875865142738,1,0,0.0668707936502847,10,2.5,0,0,NA,13579,NA
15,"Bondell",1,0.2,0.00826620054233333,1,0.5,0.0309231196464124,0.4,0.4,0.0040400050278631,0,NA,13579,NA
16,"glmmTMB",1,1,0.00624187450788969,NA,NA,0.0290759648760824,0.112775423252096,NA,NA,NA,FALSE,13579,""
16,"Lin",1,0,0.0029997112037078,1,0,0.0253405079164829,5,5,0,0,NA,13579,NA
16,"Bondell",1,0.2,0.000349463134222223,1,0.5,0.0185957849045486,0.4,0.4,0.000879359634281333,0,NA,13579,NA
17,"glmmTMB",0.666666666666667,0.4,0.0317300688773088,NA,NA,0.0914506107308016,20.6184125759897,NA,NA,NA,TRUE,13579,"x1"
17,"Lin",0.666666666666667,0,0.0284650344902442,1,1,0.0911894465240422,1,0.1,0.00496770319534774,0.0112038031740781,NA,13579,NA
17,"Bondell",0.666666666666667,0,0.0304739275842222,1,0,0.0877627614028494,0.2,0.2,0,0,NA,13579,NA
18,"glmmTMB",1,1,0.00283442190903535,NA,NA,0.0338532212781917,0.001,NA,NA,NA,FALSE,13579,""
18,"Lin",1,0,0.00129700230006,1,0,0.0342536197657182,1,2.5,0,0,NA,13579,NA
18,"Bondell",1,0.4,0.00148900507322222,1,0,0.033683499166219,0.4,0.4,0,0,NA,13579,NA
19,"glmmTMB",1,1,0.00696359167939886,NA,NA,0.047506747313736,1.22508372483069,NA,NA,NA,FALSE,13579,""
19,"Lin",0.666666666666667,0,0.0280599733080875,1,0,0.0820557891001733,5,0.5,-0.000327994796240071,-0.000249225594143256,NA,13579,NA
19,"Bondell",1,0.6,0.00591907624055556,1,0,0.0417222890154382,0.4,0.4,0,0,NA,13579,NA
20,"glmmTMB",1,1,0.00152216514379156,NA,NA,0.0196210599436352,0.001,NA,NA,NA,FALSE,13579,""
20,"Lin",1,0,0.00699696465838209,1,0.5,0.0337761783313843,2.5,0.5,-0.000213751083867094,0.00851093063918865,NA,13579,NA
20,"Bondell",0.666666666666667,0,0.0330454592063333,1,0,0.0635880152554613,0.2,0.2,0,0,NA,13579,NA
21,"glmmTMB",1,1,0.0120490546521321,NA,NA,0.0449541524502169,1.22508372483069,NA,NA,NA,FALSE,13579,""
21,"Lin",0.666666666666667,0,0.0281464685827291,1,0,0.0853337905683402,10,2.5,0,0,NA,13579,NA
21,"Bondell",1,0,0.004762946135,1,0,0.0318319577095797,0.4,0.4,0,0,NA,13579,NA
22,"glmmTMB",1,1,0.0229289802363148,NA,NA,0.0611042366200853,0.001,NA,NA,NA,FALSE,13579,""
22,"Lin",0.666666666666667,0,0.0278995984478123,1,1,0.0830228392903595,10,1,0.0109622545768732,0.0114398921089373,NA,13579,NA
22,"Bondell",0.666666666666667,0.4,0.032015330133,1,0.5,0.0789320113065046,0.4,0.4,0.00273264023758856,0,NA,13579,NA
23,"glmmTMB",1,1,0.0122762564602816,NA,NA,0.0482568580729297,1.22508372483069,NA,NA,NA,FALSE,13579,""
23,"Lin",0.666666666666667,0,0.0290749747449352,1,1,0.0773405062499783,10,0.1,0.0167620730884455,0.0028828843606019,NA,13579,NA
23,"Bondell",1,0.4,0.00446575359133333,1,0.5,0.0311039792142945,0.4,0.4,0.00249999677334867,0,NA,13579,NA
24,"glmmTMB",1,1,0.00359188767599264,NA,NA,0.0277990066488761,1.22508372483069,NA,NA,NA,FALSE,13579,""
24,"Lin",1,0,0.000391735933847315,1,1,0.0329187454025532,2.5,0.1,0.00971852339287385,0.000324332093811223,NA,13579,NA
24,"Bondell",1,0.2,0.000949669104444445,1,0,0.0240902845278217,0.4,0.4,0,0,NA,13579,NA
25,"glmmTMB",1,1,0.00713121305554379,NA,NA,0.0324139092219062,0.971000224804935,NA,NA,NA,FALSE,13579,""
25,"Lin",1,0,0.00315132945300474,1,0,0.0369677263341474,2.5,0.5,-0.000731057778831569,-0.000245039429762359,NA,13579,NA
25,"Bondell",1,0.4,0.00511302238944444,1,0,0.0289116870300031,0.4,0.4,0,0,NA,13579,NA
26,"glmmTMB",1,1,0.0111761411306581,NA,NA,0.0600340591841631,1.22508372483069,NA,NA,NA,FALSE,13579,""
26,"Lin",1,0,0.00442638356488361,1,0,0.0460877711187427,2.5,2.5,0,0,NA,13579,NA
26,"Bondell",1,0.4,0.00548772567755556,1,0.5,0.0495081204586162,0.4,0.4,0.000643040986198079,0,NA,13579,NA
27,"glmmTMB",1,0.8,0.0503219923648211,NA,NA,0.131485946997106,15.8158385678152,NA,NA,NA,FALSE,13579,""
27,"Lin",0.666666666666667,0,0.0453357410141685,1,0.5,0.124978021559698,2.5,2.5,0,0.0149225963268605,NA,13579,NA
27,"Bondell",0.666666666666667,0,0.0453647954033333,1,1,0.125658728578253,0.4,0.4,0.000437987759368549,0.0183975337510285,NA,13579,NA
28,"glmmTMB",0.666666666666667,0.4,0.0409964842346388,NA,NA,0.109356825081176,20.6184125759897,NA,NA,NA,TRUE,13579,"x1"
28,"Lin",0.666666666666667,0,0.02924254723457,1,0,0.082221832527635,5,1,0,-0.000653030285738719,NA,13579,NA
28,"Bondell",0.666666666666667,0.2,0.0329689000704444,1,0,0.0899946931756129,0.4,0.4,0,0,NA,13579,NA
29,"glmmTMB",1,1,0.00769814731211447,NA,NA,0.0359469770003319,0.112775423252096,NA,NA,NA,FALSE,13579,""
29,"Lin",1,0,0.000255059781602518,1,0,0.0218674519029977,2.5,2.5,0,0,NA,13579,NA
29,"Bondell",1,0,0.00173652200566667,1,0.5,0.026002159377136,0.4,0.4,0.00362962863097151,0,NA,13579,NA
30,"glmmTMB",1,1,0.0108210986582136,NA,NA,0.0505806549579184,1.22508372483069,NA,NA,NA,FALSE,13579,""
30,"Lin",0.666666666666667,0,0.0283527978159135,1,0,0.0819494950315948,10,2.5,0,0,NA,13579,NA
30,"Bondell",1,0.2,0.000701764169444444,1,0,0.0276259115805615,0.4,0.4,0,0,NA,13579,NA
31,"glmmTMB",1,1,0.00270893073521142,NA,NA,0.0302478663075197,0.001,NA,NA,NA,FALSE,13579,""
31,"Lin",0.666666666666667,0,0.0279045434497201,1,0,0.112120665030887,5,1,0,-0.000142904345965084,NA,13579,NA
31,"Bondell",1,0.2,0.00370661014,1,0,0.0415744614746583,0.4,0.4,0,0,NA,13579,NA
32,"glmmTMB",1,1,0.0267021111882045,NA,NA,0.0687347851969276,0.001,NA,NA,NA,FALSE,13579,""
32,"Lin",0.666666666666667,0,0.0288338830923813,1,1,0.116326037973233,5,0.1,0.00657324381931654,0.0144996014636085,NA,13579,NA
32,"Bondell",1,0.2,0.0246422721308889,1,0.5,0.0906623531709887,0.4,0.4,0.00578825364622267,0,NA,13579,NA
33,"glmmTMB",1,1,0.00219142025860833,NA,NA,0.0292154370441129,1.22508372483069,NA,NA,NA,FALSE,13579,""
33,"Lin",1,0,0.000195601691828972,1,0.5,0.0224383614327551,2.5,2.5,0.00188604208547564,0,NA,13579,NA
33,"Bondell",1,0.4,0.00166777953933333,1,0.5,0.0288806061539508,0.4,0.4,0.00153613122400324,0,NA,13579,NA
34,"glmmTMB",1,1,0.00607422106521808,NA,NA,0.0257043786511067,1.22508372483069,NA,NA,NA,FALSE,13579,""
34,"Lin",0.666666666666667,0,0.0278633015966012,1,0.5,0.075807811380058,10,2.5,0.0004023792710966,0,NA,13579,NA
34,"Bondell",1,0.2,0.000390153034444444,1,0.5,0.0211161991933772,0.4,0.4,0.0112113048539247,0,NA,13579,NA
35,"glmmTMB",1,0.8,0.0164202813880302,NA,NA,0.0385355121203959,1.22508372483069,NA,NA,NA,FALSE,13579,""
35,"Lin",0.666666666666667,0,0.0280165567032427,1,0.5,0.0543221256377668,10,0.1,-0.00355074442003506,0.00604294402391599,NA,13579,NA
35,"Bondell",1,0.2,0.0101977475767778,1,0.5,0.0242108493461313,0.4,0.4,0,0.00202347576999391,NA,13579,NA
36,"glmmTMB",1,1,0.0312449948405361,NA,NA,0.0674903051510654,15.8158385678152,NA,NA,NA,FALSE,13579,""
36,"Lin",0.666666666666667,0,0.0295718715008889,1,0.5,0.0799286101022133,5,0.1,0.0502988136625996,-0.0038097646640306,NA,13579,NA
36,"Bondell",1,0.4,0.0230056718535556,1,0.5,0.0613261987514229,0.4,0.4,0.0334307580917093,0,NA,13579,NA
37,"glmmTMB",0.666666666666667,0.4,0.0397686021704183,NA,NA,0.103240184522595,54.7540494343068,NA,NA,NA,TRUE,13579,"x1"
37,"Lin",0.666666666666667,0,0.0281738288637357,1,1,0.0890207628778903,5,0.1,0.00432648966659813,0.0333270263813334,NA,13579,NA
37,"Bondell",1,0.2,0.0104590371878889,1,0.5,0.0475895732622086,0.4,0.4,0,0.0094935358526545,NA,13579,NA
38,"glmmTMB",1,1,0.00507814591531777,NA,NA,0.0253763980232292,0.001,NA,NA,NA,FALSE,13579,""
38,"Lin",0.666666666666667,0,0.0283225878889608,1,0.5,0.0734000853794625,5,0.1,0.00738958664419771,-0.00229416028676523,NA,13579,NA
38,"Bondell",1,0.4,0.0107084334006667,1,0.5,0.0366811745017984,0.4,0.4,0.0059226425098758,0,NA,13579,NA
39,"glmmTMB",1,1,0.00797826857810294,NA,NA,0.0164068079682799,0.001,NA,NA,NA,FALSE,13579,""
39,"Lin",1,0.6,0.00631536603427124,1,0,0.0297903811537911,0.5,0.5,-0.00271857211366129,0,NA,13579,NA
39,"Bondell",1,0.6,0.000361200559333333,1,0,0.0113259640125446,0.4,0.4,0,0,NA,13579,NA
40,"glmmTMB",1,1,0.00794486222458008,NA,NA,0.0337290813199592,0.001,NA,NA,NA,FALSE,13579,""
40,"Lin",1,0,0.00378489409360018,1,0,0.0270837209975793,2.5,2.5,0,0,NA,13579,NA
40,"Bondell",1,0.2,0.00507997104566667,1,0,0.0295856717868797,0.4,0.4,0,0,NA,13579,NA
41,"glmmTMB",1,1,0.00898974057558312,NA,NA,0.0284082182771332,1.22508372483069,NA,NA,NA,FALSE,13579,""
41,"Lin",0.666666666666667,0,0.028277126760252,1,0.5,0.076075036783321,5,0.1,-0.00422213493541349,0.00113319362797272,NA,13579,NA
41,"Bondell",1,0.6,0.0141364985914444,1,0.5,0.0396940178204241,0.4,0.4,0.00214968640550165,0,NA,13579,NA
42,"glmmTMB",0.666666666666667,0.6,0.0295578010515665,NA,NA,0.0922388532237236,20.6184125759897,NA,NA,NA,TRUE,13579,"x1"
42,"Lin",0.666666666666667,0,0.0278612580789931,1,0.5,0.0931936382695776,1,0.1,-0.00455761639118349,0.00705427643542315,NA,13579,NA
42,"Bondell",0.666666666666667,0,0.0334539677258889,1,0,0.0889895035640956,0.2,0.2,0,0,NA,13579,NA
43,"glmmTMB",1,1,0.0189343147392183,NA,NA,0.070236520910494,0.112775423252096,NA,NA,NA,FALSE,13579,""
43,"Lin",0.666666666666667,0,0.0291513648149672,1,0.5,0.0871778168045653,10,2.5,0,0.000447171684718483,NA,13579,NA
43,"Bondell",1,0.4,0.00735409526066667,1,0.5,0.0376847345249582,0.4,0.4,0,0.0014280707431459,NA,13579,NA
44,"glmmTMB",1,1,0.00325169810130933,NA,NA,0.0280706299257424,0.001,NA,NA,NA,FALSE,13579,""
44,"Lin",0.666666666666667,0,0.028631026746791,1,1,0.080240116740669,5,1,0.0025249368788421,0.00851184114415358,NA,13579,NA
44,"Bondell",1,0,0.000510004550888889,1,1,0.0239002437660404,0.4,0.4,0.00293682702634297,0.00471294835450072,NA,13579,NA
45,"glmmTMB",1,1,0.00308801837043308,NA,NA,0.0267052944087151,0.001,NA,NA,NA,FALSE,13579,""
45,"Lin",1,0,0.000123877102369836,1,0.5,0.0235390758399049,2.5,0.1,-0.00217912434925798,0.0197217933447603,NA,13579,NA
45,"Bondell",1,0.2,0.000425005922,1,1,0.0232185764214788,0.4,0.4,0.00288810426113961,0.0132132243735523,NA,13579,NA
46,"glmmTMB",0.666666666666667,1,0.0367582943490461,NA,NA,0.0771549406580358,41.6788149189533,NA,NA,NA,TRUE,13579,"x1"
46,"Lin",0.666666666666667,0,0.0279473600731206,1,0.5,0.0718964947619487,5,0.1,-0.00261466081572339,0.0513876124790729,NA,13579,NA
46,"Bondell",1,0.2,0.0282817114214444,1,1,0.0682267216264253,0.4,0.4,0.00271204539281862,0.0288831736572798,NA,13579,NA
47,"glmmTMB",1,1,0.00385114226501825,NA,NA,0.0221454038145081,0.001,NA,NA,NA,FALSE,13579,""
47,"Lin",0.666666666666667,0,0.0287301477367668,1,0,0.0768498554577968,5,1,-2.16261667990602e-05,0,NA,13579,NA
47,"Bondell",1,0.2,0.00330955384344444,1,0,0.0257469025336973,0.4,0.4,0,0,NA,13579,NA
48,"glmmTMB",0.666666666666667,1,0.0395029542773801,NA,NA,0.0884482935894002,6.11816872991646,NA,NA,NA,TRUE,13579,"x1"
48,"Lin",0.666666666666667,0,0.0280468065524449,1,0,0.0714376668914542,5,0.1,-0.000877190929564341,-0.0124473984883163,NA,13579,NA
48,"Bondell",0.666666666666667,0.4,0.029461771942,1,0,0.0646505162625308,0.4,0.4,0,0,NA,13579,NA
49,"glmmTMB",1,1,0.0031303579178419,NA,NA,0.0444235517493635,0.001,NA,NA,NA,FALSE,13579,""
49,"Lin",1,0,0.000107495803406344,1,0,0.0490505599592475,1,0.1,-8.26369920512238e-05,-0.00557722514182763,NA,13579,NA
49,"Bondell",1,0.4,4.62605044444446e-05,1,0,0.0421095096858596,0.4,0.4,0,0,NA,13579,NA
50,"glmmTMB",1,0.8,0.012542689812708,NA,NA,0.0495224428927458,0.001,NA,NA,NA,FALSE,13579,""
50,"Lin",1,0,0.00116317287142017,1,0.5,0.0437913651903941,5,0.1,-0.00415900015366452,0.011182904259051,NA,13579,NA
50,"Bondell",1,0,0.00120255711544444,1,1,0.0367690155179903,0.4,0.4,0.00926253575381496,0.0039055730902935,NA,13579,NA
